Frequency (Hz),Measured accelerations under no-load (m/s2),Measured accelerations under on-load (m/s2)
4689,0.034105303,0.006665834
4690,0.040347754,0.006953646
4691,0.033573743,0.008505437
4692,0.02834431,0.004118037
4693,0.022295495,0.002084887
4694,0.016338813,0.007054299
4695,0.018087251,0.00920361
4696,0.019488509,0.006914555
4697,0.016189319,0.004690593
4698,0.014997831,0.002943417
4699,0.016867527,0.002522657
4700,0.013048692,0.001812226
4701,0.013437491,0.00431556
4702,0.016010154,0.003200321
4703,0.012902876,0.00556525
4704,0.012941955,0.005039148
4705,0.017851982,0.006166891
4706,0.020998805,0.006475818
4707,0.022975977,0.00723796
4708,0.023803495,0.008168877
4709,0.023742916,0.004757128
4710,0.030065587,0.003208815
4711,0.036421427,0.006001468
4712,0.033588094,0.006510827
4713,0.030078993,0.007767393
4714,0.024325153,0.010249191
4715,0.018967604,0.011389323
4716,0.020615597,0.015195445
4717,0.023943163,0.014213021
4718,0.027971507,0.012721143
4719,0.027716188,0.011509536
4720,0.021553063,0.010848731
4721,0.017361536,0.012747287
4722,0.013491933,0.009978916
4723,0.012754478,0.006146236
4724,0.0192122,0.004212963
4725,0.024625473,0.002692541
4726,0.024935793,0.004461233
4727,0.017623126,0.004652963
4728,0.006521049,0.007752204
4729,0.002614607,0.004799331
4730,0.002941872,0.001815888
4731,0.006673895,0.002047722
4732,0.007927037,0.001946384
4733,0.011377525,0.001347753
4734,0.011830541,0.001794682
4735,0.012997807,0.001843508
4736,0.017125778,0.002710078
4737,0.020759152,0.004309957
4738,0.02284811,0.003454746
4739,0.022605619,0.008864765
4740,0.017912104,0.010478137
4741,0.01033115,0.009892829
4742,0.003328381,0.006028345
4743,0.004765181,0.005817587
4744,0.009345101,0.004389919
4745,0.0096922,0.002628832
4746,0.009379999,0.003201558
4747,0.0101186,0.007092397
4748,0.01263934,0.030988781
4749,0.012633643,0.049739439
4750,0.012241905,0.056440413
4751,0.012951399,0.054331537
4752,0.009284985,0.041870443
4753,0.007695475,0.023830778
4754,0.007074923,0.018265099
4755,0.009430424,0.014388729
4756,0.016399428,0.005930119
4757,0.018853126,0.001945278
4758,0.021409791,0.004674661
4759,0.021983886,0.005259384
4760,0.018809166,0.005200471
4761,0.015062052,0.00618714
4762,0.008718491,0.006823289
4763,0.002103834,0.009427012
4764,0.008199895,0.008011342
4765,0.012695528,0.010626267
4766,0.018187366,0.009794438
4767,0.020470285,0.009563979
4768,0.020272766,0.006774565
4769,0.018838019,0.004476639
4770,0.01355616,0.002845887
4771,0.00917919,0.00365326
4772,0.009390335,0.005394159
4773,0.011254986,0.006841897
4774,0.012544493,0.009170628
4775,0.009304378,0.006678728
4776,0.006279618,0.009284144
4777,0.011136665,0.007982599
4778,0.015961423,0.009649892
4779,0.020728582,0.005878087
4780,0.018017225,0.005349605
4781,0.011763865,0.00342499
4782,0.009152354,0.003359343
4783,0.016021153,0.007205117
4784,0.020747361,0.009291428
4785,0.019364658,0.0115168
4786,0.017051787,0.009404241
4787,0.015404143,0.006341291
4788,0.011858024,0.007099216
4789,0.009460845,0.007405906
4790,0.010716538,0.00733559
4791,0.017169079,0.008645051
4792,0.018726355,0.007924442
4793,0.01852889,0.008790349
4794,0.018266154,0.006274378
4795,0.015675528,0.003640457
4796,0.009345179,0.001905602
4797,0.008228119,0.005322567
4798,0.024457276,0.004001323
4799,0.026987949,0.005994013
4800,0.023627503,0.007146003
4801,0.019343321,0.012682529
4802,0.008498884,0.013426553
4803,0.004831729,0.013050423
4804,0.008786357,0.011827754
4805,0.011624369,0.006515863
4806,0.012934616,0.005842885
4807,0.013278157,0.00869225
4808,0.013428658,0.00872036
4809,0.018624639,0.011956075
4810,0.02398142,0.011084206
4811,0.025824112,0.009178371
4812,0.024779956,0.007730928
4813,0.023519207,0.002402268
4814,0.024292682,0.002613917
4815,0.020765649,0.006199226
4816,0.013062314,0.007503463
4817,0.006779365,0.001785583
4818,0.004467911,0.002239627
4819,0.011668432,0.007357291
4820,0.016117844,0.009848195
4821,0.019339897,0.013942185
4822,0.019091444,0.016931101
4823,0.020650781,0.012933142
4824,0.024080608,0.011104726
4825,0.023232696,0.006964917
4826,0.024936039,0.00667653
4827,0.023247622,0.005270201
4828,0.017162677,0.005016385
4829,0.01381647,0.005353153
4830,0.011119122,0.004099655
4831,0.014279773,0.004363673
4832,0.015232235,0.004653011
4833,0.015186311,0.006104784
4834,0.014762603,0.008919223
4835,0.014200215,0.008081232
4836,0.012070768,0.006949649
4837,0.008910633,0.008875971
4838,0.012724168,0.01126484
4839,0.017184857,0.014428889
4840,0.018659311,0.01363287
4841,0.019612826,0.009396811
4842,0.017813788,0.007205498
4843,0.010858091,0.002886771
4844,0.006730126,0.004166194
4845,0.005009414,0.007811387
4846,0.007445026,0.010576758
4847,0.022183212,0.008469421
4848,0.035026161,0.010813375
4849,0.035462377,0.009609682
4850,0.032011229,0.00940502
4851,0.020158292,0.009339818
4852,0.006255598,0.009309774
4853,0.007835347,0.007802845
4854,0.012936978,0.004382331
4855,0.01370015,0.0032926
4856,0.010501994,0.006983117
4857,0.003132199,0.007952226
4858,0.002412455,0.007655601
4859,0.003783288,0.005449471
4860,0.002842831,0.002019965
4861,0.006542959,0.002831061
4862,0.008980361,0.004498055
4863,0.006587708,0.002509942
4864,0.002075342,0.003320015
4865,0.013070014,0.002154972
4866,0.017302952,3.83E-04
4867,0.019124329,0.001675662
4868,0.020543049,0.00302485
4869,0.017931661,0.005061139
4870,0.018964062,0.009292677
4871,0.021539494,0.012296467
4872,0.022877381,0.013516995
4873,0.019034869,0.031068152
4874,0.016280368,0.066024198
4875,0.018251459,0.083291002
4876,0.014466488,0.083338461
4877,0.007683758,0.07400793
4878,0.005527262,0.039244119
4879,0.003900776,0.010499715
4880,0.003531627,0.004753729
4881,0.004545435,0.00340113
4882,0.004154804,0.006140663
4883,0.00417228,0.010325811
4884,0.005262919,0.01240354
4885,6.90E-04,0.010908401
4886,0.010267445,0.008715914
4887,0.017099472,0.002782997
4888,0.014383066,0.005981034
4889,0.010143094,0.006003014
4890,0.005973857,0.008184185
4891,0.004367046,0.007436533
4892,0.009710595,0.007195259
4893,0.01840793,0.006315832
4894,0.029293471,0.002892003
4895,0.031327088,0.001464462
4896,0.026699074,0.002422375
4897,0.025976041,0.002230628
4898,0.022788925,0.005539467
4899,0.017375789,0.008378291
4900,0.013637332,0.010938138
4901,0.017779968,0.011132075
4902,0.020416966,0.010386247
4903,0.0113956,0.008350225
4904,0.006346872,0.006773961
4905,0.007998638,0.005339596
4906,0.011411205,9.29E-04
4907,0.016697633,6.43E-04
4908,0.017851914,0.004324419
4909,0.017371585,0.006652669
4910,0.019161273,0.00653417
4911,0.021113858,0.007032473
4912,0.022980406,0.004580116
4913,0.023237638,0.004477551
4914,0.020239764,0.003937615
4915,0.012785798,0.002449944
4916,0.009860455,0.006013676
4917,0.011739862,0.008438286
4918,0.004891952,0.008481979
4919,0.007235496,0.004461171
4920,0.013303491,0.005943222
4921,0.016503084,0.009256907
4922,0.013034585,0.008207177
4923,0.005231641,0.010549441
4924,0.005272722,0.009772628
4925,0.016575108,0.007432345
4926,0.020331741,0.008168552
4927,0.025274663,0.00602386
4928,0.028470425,0.005308446
4929,0.022685377,0.006246823
4930,0.016056892,0.006639575
4931,0.012665652,0.010247156
4932,0.011599789,0.009624844
4933,0.009847624,0.007977264
4934,0.007720264,0.002953506
4935,0.011304371,0.00317827
4936,0.014449925,0.005075886
4937,0.018581526,0.00585839
4938,0.013949223,0.002643788
4939,0.006611864,0.002651949
4940,0.003645167,0.004100303
4941,0.005609535,0.005308834
4942,0.00448356,0.00716426
4943,0.004670917,0.004841685
4944,0.010913139,0.002546119
4945,0.017939495,0.003589675
4946,0.033070737,0.007758206
4947,0.0604007,0.008358172
4948,0.077083517,0.009788145
4949,0.080851917,0.009849285
4950,0.081989066,0.007382233
4951,0.063144246,0.007472961
4952,0.039676017,0.003878586
4953,0.031810841,0.004967932
4954,0.025411533,0.00334102
4955,0.01141105,0.001626407
4956,0.001743155,0.003362148
4957,0.013003149,0.005466923
4958,0.025430064,0.00603624
4959,0.02601398,0.008646175
4960,0.016737648,0.00823849
4961,0.009366722,0.008146999
4962,0.006337923,0.007500168
4963,0.011639224,0.006602831
4964,0.014478362,0.006843588
4965,0.019134919,0.005689652
4966,0.021545864,0.006715572
4967,0.024630211,0.009759042
4968,0.026053511,0.009379759
4969,0.022565189,0.011448162
4970,0.021829669,0.011201477
4971,0.023922645,0.009682498
4972,0.026741952,0.007385457
4973,0.030947154,0.00203195
4974,0.033275169,0.005480344
4975,0.03210517,0.010365189
4976,0.023613268,0.009356974
4977,0.014824804,0.008486684
4978,0.01701093,0.005114739
4979,0.015373298,0.001480321
4980,0.015928034,0.004067946
4981,0.016989687,0.005828119
4982,0.011173556,0.005939962
4983,0.00643926,0.006917262
4984,0.01316223,0.004901268
4985,0.01492495,0.00675431
4986,0.018148363,0.00490233
4987,0.022502652,0.003221461
4988,0.020691639,0.004520036
4989,0.01487229,0.004564081
4990,0.011715108,0.00569696
4991,0.008834065,0.005335611
4992,0.00530128,5.93E-04
4993,0.011521989,0.001479822
4994,0.019260708,0.004185019
4995,0.016059721,0.005451818
4996,0.007312298,0.005408023
4997,0.002101251,0.01169525
4998,0.01005618,0.037804571
4999,0.013743478,0.055567086
5000,0.010985727,0.057174825
5001,0.009445463,0.055438973
5002,0.009895846,0.034729592
5003,0.009381686,0.012518857
5004,0.008086181,0.001982805
5005,0.016063491,0.003568219
5006,0.016090585,0.004960852
5007,0.013168621,0.00802908
5008,0.011663482,0.006235891
5009,0.007983776,0.002567742
5010,0.003024246,0.001551282
5011,0.003156223,0.007149578
5012,0.00264588,0.009412329
5013,0.007291786,0.010959459
5014,0.013515107,0.008716812
5015,0.020557473,0.007595075
5016,0.026695275,0.008281314
5017,0.027616801,0.007242492
5018,0.022283393,0.007997314
5019,0.01488876,0.00693593
5020,0.007694917,0.006879718
5021,0.008823615,0.005170296
5022,0.005548026,0.007649874
5023,0.008256641,0.008245541
5024,0.01469628,0.007215951
5025,0.018104392,0.004682861
5026,0.017288089,0.006432939
5027,0.014128866,0.00657697
5028,0.009011315,0.008149028
5029,0.008074881,0.006754492
5030,0.007967241,0.006284339
5031,0.009792111,0.007593469
5032,0.010932089,0.006064812
5033,0.012893158,0.005759655
5034,0.016047652,0.004388189
5035,0.013004774,0.003129438
5036,0.003367139,0.004859017
5037,0.00585111,0.004295664
5038,0.011604962,0.006224271
5039,0.01936032,0.006850067
5040,0.024661695,0.004525966
5041,0.030415401,0.003371701
5042,0.031540678,7.45E-04
5043,0.025488202,0.002435615
5044,0.018976069,0.002276038
5045,0.012963961,0.003253373
5046,0.007548296,0.002664422
5047,0.013232044,0.004982984
5048,0.024245701,0.005614693
5049,0.027398544,0.008026174
5050,0.027350607,0.007425031
5051,0.023834061,0.005759429
5052,0.015984585,0.004686553
5053,0.011663839,0.005753814
5054,0.010914643,0.005259825
5055,0.008825633,0.006967491
5056,0.008781564,0.007594254
5057,0.007142521,0.007619547
5058,0.004383205,0.010304738
5059,0.004340819,0.009416848
5060,0.004040881,0.00699688
5061,9.66E-04,0.003499172
5062,0.004110854,0.003522937
5063,0.011437657,0.006084482
5064,0.016102935,0.008470619
5065,0.016436102,0.006347872
5066,0.015279409,0.004291398
5067,0.013057135,0.001081297
5068,0.007266576,0.001861448
5069,0.002534858,0.001532996
5070,0.004618993,0.001597275
5071,0.008215195,0.001776534
5072,0.011642838,0.002070068
5073,0.015258392,0.002134787
5074,0.016773323,0.002871963
5075,0.013139384,0.004165393
5076,0.007396849,0.006409946
5077,0.006516573,0.006900433
5078,0.012619366,0.006066985
5079,0.016098058,0.006004142
5080,0.016112271,0.00288302
5081,0.01408853,0.002910542
5082,0.007664365,0.001692419
5083,3.77E-04,9.75E-04
5084,0.005814836,0.001507663
5085,0.006443729,0.006118187
5086,0.002731525,0.007330221
5087,0.002386834,0.007559238
5088,0.004470879,0.005655215
5089,0.010544427,0.002487209
5090,0.01688173,0.001078585
5091,0.01713036,0.001756277
5092,0.012642977,0.003069884
5093,0.0058042,0.002727163
5094,0.006507804,0.00324076
5095,0.007241486,0.001968328
5096,0.005681353,0.00102764
5097,0.008794893,0.002750185
5098,0.010565153,0.005660651
5099,0.008962421,0.006068333
5100,0.007904653,0.008091245
5101,0.011096785,0.005574247
5102,0.013415173,0.002165692
5103,0.010650473,0.002338585
5104,0.007703497,0.00514807
5105,0.006007692,0.006072299
5106,0.006476455,0.005052612
5107,0.006522414,0.005492481
5108,0.004236424,0.004900648
5109,0.004130354,0.004832371
5110,0.008137842,0.004925293
5111,0.011151841,0.005770091
5112,0.009582517,0.014974997
5113,0.004434184,0.028067272
5114,0.006539821,0.031302962
5115,0.010134853,0.027412486
5116,0.011443567,0.023751162
5117,0.011033055,0.010113901
5118,0.011906301,0.003735565
5119,0.015256169,0.004463646
5120,0.016702319,0.005161237
